letter,term,important,sports,ap,definition
D,"directions, regions
",false,false,false,"Cardinal directions are lowercase unless they’re being used to refer to a specific region such as North Campus or the Deep South.
"
D,"disability
",false,false,false,"Because the discussion on how people with disabilities choose to identify is very fluid at the moment (and may remain so), The Diamondback will always refer to the source’s preference when identifying their disability.   Use person-first language if you are unable to get a source’s preference or a story does not have a specific source in reference. But it’s important to acknowledge that not all people with disabilities use person-first language, so leave room for the nuances in your coverage.  
Only refer to a person’s disability when relevant to the story or they ask for identification. 
Do not make assumptions about disabilities, including classifications and experiences.
Example: ADHD is often misidentified as a learning disability. It is not a learning disability. Do not make this mistake.
Do not use the phrases “struggles with” or “overcame” when referring to someone’s disability.
Always refer to a source to accurately represent their individual experience and preferences. 
"
D,"Discovery District, the
",false,false,false,"An of more than 150 acres surrounding The Hotel at the University of Maryland that the university has rebranded as a center for business and research. It subsumed the M Square Research Park and Innovation District.
Use the Discovery District on all references.
"
D,"distance
",false,false,false,"Measured in numerals.
See (AP) Numerals
"
D,"District of Columbia, the",true,false,false,"Use Washington, D.C., on all references, unless it’s being used as a modifier. The D.C. in Washington, D.C., is offset by commas.
Right: D.C. Superior Court; D.C. Mayor John Doe; a D.C.-based law firm, D.C. parks.
Wrong: Washington Superior Court.
Right: Bob Downs, of Northeast Washington, D.C.; Pines was in Washington, D.C., yesterday; The bars are better in Washington, D.C., than in College Park.
On second reference, D.C. is acceptable outside news and sports stories. Stories from the city are given a dateline. When referring to the state, use Washington state on first reference.
"
D,"Diversity Strategic Plan, the
",false,false,false,"Officially called the Strategic Plan for Diversity, this plan was adopted in December 2010 after hundreds of students protested the ouster of Black administrator Cordell Black in fall 2009. The plan aims to emphasize diversity in the university’s development, and can be found under the provost’s website. Google University of Maryland Strategic Plan for Diversity; it’s the first result.
"
D,"Division of Information Technology, the
",false,false,false,"Not Office. Use DIT on second reference.
"
D,"DMV
",false,false,false,"Except for Diversions, avoid this acronym, which refers to the D.C.-Maryland-Virginia region and isn’t widely known outside the area. 
With that said, if DMV is used in a quote, don’t add the full name in brackets. Either paraphrase or provide further context in advance so readers will understand what it’s referring to.
Wrong: “We want to establish a really strong DMV recruiting presence,” Durkin said. “We want the top football players in the DMV to see UMD as the place to be.”
Right: Durkin said he wants the school to have a strong recruiting presence in the DC-Maryland-Virginia region.
“We want the top football players in the DMV to see UMD as the place to be,” he said.
"
D,"Domain College Park
",false,false,false,"An upscale apartment complex located between Mowatt Lane and Campus Drive that opened in summer 2013.
Domain College Park on first reference. Use Domain on second reference.
"
D,"dorm, dorms
",false,false,false,"Use on all references. When referring to specific dorms, use Denton Hall, Queen Anne’s Hall, etc. It’s not Denton dorm. 
Do not use residence halls. That’s what Resident Life wants to call them. Tell Resident Life that when it gets a newspaper it can call the dorms residence halls. Students call them dorms.
See buildings
"
D,"Dr.",false,true,true,"Use on first reference as a formal title before the name of any individual who holds a doctorate, unless they request otherwise or a more relevant title replaces it.
Example: Just university President Darryll Pines. Not University President Dr. Darryll Pines.
"
D,"drunken driving
",false,false,false,"Not drunk driving.
"
D,"due to, because of
",false,false,false,"The two are not the same. Due to is used:
1: after some conjugation of the verb to be: Dave’s success was due to ...
2: immediately after a noun: Success due to diligence is admirable.
Don’t start a sentence with due to. For cause-and-effect relationships, because of is used most often.
"
E,"each other, one another
",false,false,false,"Each other refers to interaction between two individuals. One another is used for interactions among more than two people.
"
E,"East
",false,false,false,"See directions, regions
"
E,"Eastern Shore, the
",false,false,false,"This refers to that part of Maryland east of the Chesapeake Bay, and is capitalized. The University of Maryland, Eastern Shore (UMES on second reference) is in Princess Anne. Eastern Shore is not a synonym for East Coast.
"
E,"edition, issue
",false,false,false,"Be careful to distinguish between the two. Newspapers publish one issue each day. Several major papers publish more than one edition of each daily issue. The Diamondback publishes nothing!
"
E,"editor in chief
",false,false,false,"No hyphens unless before a name and capitalized. Do not refer to The Diamondback’s editor in chief as the editor or the executive editor. They are the editor in chief.
The editor in chief’s tagline on columns, since December 2013, is “XXXXX is editor in chief of The Diamondback. XX can be reached at diamondbackeditor@gmail.com.”
"
E,"Edward St. John Learning and Teaching Center, the
",false,false,false,"On second reference: ESJ or the center. ESJ in ledes and headlines, followed by the full name on next reference. 
"
E,"-elect
",false,false,false,"Lowercase and hyphenated: Gov.-elect Parris Glendening. Mike Tracton, Student Government Association president-elect.
"
E,"Ellicott Community, the
",false,false,false,"Comprises three dorms: Ellicott, Hagerstown and La Plata halls.
"
E,"ellipsis (…)
",false,false,false,"When used in the middle of a sentence, offset with spaces.
Bricker said he might like to go … and see a play.
When used at the end of a complete sentence, put a period on the sentence and then use the ellipsis (one space on each side).
He said he might like to go to the play. … He also said he preferred plays to movies.
Ellipses are single characters (…), not three periods. 
Use option+semicolon to form a single-character ellipsis. 
"
E,"ELMS
",false,false,false,"Stands for Enterprise Learning Management System. Run by the company Canvas and acceptable in all references. 
"
E,"em dash
",false,false,false,"Space on either side.
Use shift+option+hyphen. These are not to be used with datelines. An em dash is not two hyphens (--). 
They are also used in copy to separate important — and potentially parenthetical — information, or to avoid putting an excessive number of commas in a sentence. But be judicious.
Right: University President Darryll Pines delivered his speech — his third in a month — in Stamp Student Union’s Grand Ballroom.
Wrong: Eric Neugeboren — a sophomore journalism major — said he appreciated people spelling his name without a hyphen. (Use commas.)
See datelines
"
E,"emeritus
",false,false,false,"Use only when it is important that an official has been honored by the university system. For example, Wilson Elkins was named university president emeritus by the Board of Regents, and in a story about that vote, the term emeritus should be used.
But in general, the emeritus status is irrelevant. Elkins, for example, can be called former university president.
"
E,"Enclave, The
",false,false,false,"High-rise apartment complex on Route 1 that opened in fall 2011.
"
E,"Engineering Fields, the
",false,false,false,"The fields between Campus Drive and Lot C1, adjacent to Route 1. Home to a baseball diamond/backstop and a full-length football field. These fields are open to the public. Use the Engineering Fields on all references.
"
E,"Eppley Recreation Center
",false,false,false,"The name for the Campus Recreation Center as of 2006. The multimillion-dollar facility opened in January 1998.
On first reference, write out. On second reference, call it Eppley. No the.
"
E,"etc.
",false,false,false,"Never use in copy, unless it is used in a quote. Do not spell out et cetera.
"
E,"Evans, Damon
",false,false,false,"Athletic director who was officially named to the position in June 2018 after acting as athletic director in Kevin Anderson’s absence since October 2017. Served as athletic director at Georgia from 2004 until 2010, when he resigned after an incident involving alcohol and red panties.
"
E,"ex-
",false,false,false,"Do not use as a prefix, except with ex-wife or ex-husband. Use former.
"
E,"exempt, nonexempt
",false,false,false,"Exempt employees (executive, managerial, professional positions) are paid a salary and are therefore exempt from minimum-wage and overtime laws. Nonexempt employees (clerical, maintenance, etc.) are paid hourly. American Federation of State, County and Municipal Employees membership includes employees of both types.
"
F,"Facilities Management
",false,false,false,"Uppercase on all references.
"
F,"faculty
",false,false,false,"A collective noun that takes a singular verb.
So it’s the faculty is, the faculty supports, etc. When referring to individual members of the faculty, use faculty members.
"
F,"faze, phase
",false,false,false,"Faze means to embarrass or disturb: The snub did not faze him.
Phase denotes an aspect or a stage: The program has three phases.
"
F,"FBS, FCS 
",false,false,false,"Acceptable on all references to the Football Bowl Subdivision (previously Division I-A) and the Football Championship Subdivision (previously Division I-AA). The Terps, the Big Ten and the ACC are in the FBS.
"
F,"federal, national
",false,false,false,"Lowercase unless it’s part of an official name: the federal government, the Federal Reserve Board. 
Use U.S., not federal, before federal departments if the context of the story is unclear.
See departments, federal
"
F,"female
",false,false,false,"See MALE, FEMALE
"
F,"Field Hockey and Lacrosse Complex, the",false,true,false,"One of the few sporting venues on the campus that takes a the. No ampersand.
Opened in 2003, the women’s lacrosse and field hockey teams play here.
"
F,"fifth-year students
",false,false,false,"There is no such thing as a fifth-year senior in news stories.
See class standing
"
F,"fiscal year",false,false,true,"Use the 2018 fiscal year, not fiscal 2018. The current fiscal year, last fiscal year, etc. are acceptable on subsequent references to avoid repetition. 
"
F,"flyer, flier
",false,false,false,"Flier is used only in the phrase to take a flier on. A piece of paper promoting something or a person who flies is a flyer. 
"
F,"former, then
",false,false,false,"Use then- (with a hyphen) before a person’s title in reference to a time when they held a position: In 2014, then-university President Wallace Loh gave a speech. Use former (no hyphen) when discussing that person in the present tense: Last week, former university President Wallace Loh stopped by for lunch.
Be careful which descriptor you’re modifying. The person might still hold the position, but in a different place/capacity.
Wrong: Former wide receiver Stefon Diggs came to Maryland’s practice last week. (Diggs is currently a wide receiver for the Minnesota Vikings.)
Right: Former Maryland wide receiver Stefon Diggs came to the Terps’ practice last week.
"
F,"forward
",false,false,false,"Not forwards.
"
F,"fountain
",false,false,false,"Refer to the Omicron Delta Kappa fountain as the fountain on McKeldin Mall. Do not refer to as the ODK fountain.
"
F,"fraternities and sororities
",false,false,false,"Spell out the Greek letters: Alpha Chi Omega, not AXO or A Chi O. When possible, just use the fraternity or the sorority on second reference. Do not use frat in copy; avoid in headlines. Also specify if the groups are fraternities or sororities in the story: Phi Delta Theta fraternity, Alpha Chi Omega sorority.
Use fraternity member or sorority member, not brother or sister.
Organizations: Representatives of university fraternities make up the Interfraternity Council (the IFC on second reference). Sororities belong to the university Panhellenic Association. Use the association on second reference.
Most Hispanic and historically Black university sororities and fraternities belong to the National Pan-Hellenic Council. Use NPHC, the council or the organization on second reference.
See Greek
"
F,"Fraternity Row
",false,false,false,"The road where some university fraternity and sorority houses are located. Capitalize it.
Delta Tau Delta had a house on Fraternity Row. 
Use Fraternity Row on all references. Never the Row. Never Frat Row, unless it’s in a quote or headline.
"
F,"freshman
",false,false,false,"Plural: freshmen; singular: freshman. As an adjective, use the singular: freshman class, freshman enrollment. 
"
F,"Freshman 15
",false,false,false,"Note its capitalization and the use of a numeral. Not really something that should come up unless it’s in a quote. 
"
F,"front line, back line",false,true,false,"Two words in all references.
"
F,"fuck
",false,false,false,"In print, write as f--- unless the editor in chief decides otherwise. Fuck is acceptable online. Luckily we are online-only!
See obscenities
"
G,"GED
",false,false,false,"On all references, can be used as a noun.
"
G,"General Assembly, the
",false,false,false,"See state government
"
G,"General Education
",false,false,false,"The curriculum for all undergraduate students at this university, replacing CORE. On second reference, Gen Ed (two words).
"
G,"Good Samaritan policy
",false,false,false,"Enacted by the University Senate in 2010-11, this grants students immunity from university sanctions if they call for help in the event of alcohol- and drug-related emergencies. 
"
G,"governor
",false,false,false,"The state’s chief executive. It’s Gov. Larry Hogan. (Governor is spelled out if it precedes only the last name.) On second reference, use only the last name or the governor.
"
G,"GPA
",false,false,false,"Acceptable on all references.
"
G,"grades
",false,false,false,"Put grades and other single letters in quotes. Use one uppercase letter for grades:
“A,” “B,” “C,” “D,” “F,” “W,” “XF.”
For more than one, just add a lowercase s: “As,” “Bs.” 
Journalism major Clara Longo de Freitas gets an “A” for his radio show. Journalism major Clara Longo de Freitas gets all “Fs.”
"
G,"Graduate Gardens
",false,false,false,"A graduate housing complex on Guilford Road south of the campus.
"
G,"graduate student
",false,false,false,"Use this format: Smith, a biology graduate student. Also acceptable: Smith, a graduate student studying biology.
"
G,"Graduate Student Government, the
",false,false,false,"Use GSG in lede and spell out on second reference. If not in the lede, the first reference should be spelled out. Use GSG thereafter. A the is necessary when using the acronym as a noun.
"
G,"Grand Ballroom, the
",false,false,false,"Refer to this on first reference as Stamp Student Union’s Grand Ballroom if Stamp has not been mentioned. On second reference, or if it has been mentioned, call it the Grand Ballroom.
"
G,"grant, loan
",false,false,false,"Grants are gifts; loans must be repaid.
"
G,"Greek
",false,false,false,"Do not use as a noun meaning fraternity member or sorority member, except in quotes and headlines.
Greek life
"
G,"Greek Week
",false,false,false,"See Special days and events
"
G,"Green Line
",false,false,false,"Uppercase in reference to the Metrorail line that runs through College Park.
See Metro
"
G,"greenhouse
",false,false,false,"Use university greenhouse on first reference, the greenhouse on second reference.
"
G,"Guilford Woods
",false,false,false,"A wooded area on the southwest side of the campus that had been a proposed site for a Western Gateway project, which has been the subject of protests and pushback. There is a dispute in acreage for the woods versus the project, so be cautious of that.
"
H,"hall
",false,false,false,"When referring to dorms on the campus, it’s uppercase: Queen Anne’s Hall. For more than one hall, use lowercase: Queen Anne’s and Ellicott halls. Use dorms, not residence halls, unless it’s in a quote.
See buildings
See dorms
"
H,"Harrison Laboratory, the
",false,false,false,"Uppercase; the lab is acceptable on second reference.
"
H,"hate bias incident
",false,false,false,"No hyphen.
"
H,"health center, the
",false,false,false,"See University Health Center, the
"
H,"height
",false,false,false,"6-foot-4 (preferred in sports stories as a modifier: the 6-foot-4 center) or 6 feet, 4 inches: The center was 6 feet, 4 inches.
"
H,"Help Center, the
",false,false,false,"Uppercase. A hotline students can use to talk to trained peer counselors. Do not confuse with the Counseling Center in Shoemaker Hall.
See COUNSELING CENTER, THE
"
H,"here
",false,false,false,"In general, here refers to this university. If the article has a dateline, here refers to the place named in the dateline. After the first few paragraphs of a datelined story, avoid using here.
"
H,"Heritage Community, the
",false,false,false,"Campus construction project started in 2019. The community comprises Pyon-Chen and Johnson-Whittle halls and a dining hall. Pyon-Chen Hall opened in August 2021. Johnson-Whittle Hall and the dining hall are anticipated to open in 2022. 
See Pyon-Chen, Johnson-Whittle
"
H,"highways
",false,false,false,"Use these forms: Maryland Route 214, Interstate 95 (I-95 on second reference.)
In general, avoid route designations unless necessary: It’s New Hampshire Avenue, not Maryland Route 650. But U.S. Route 1 is always Route 1.
See Route 1
"
H,"Hill
",false,false,false,"Capitalize when referring to South Hill or North Hill on the campus.
"
H,"Hillel
",false,false,false,"Acceptable on first reference, but explain in the story that it is a Jewish student group. The official name is the B’nai B’rith Hillel Foundation.
"
H,"Hillel Center, the
",false,false,false,"The building that houses the Hillel group, just off the campus on Mowatt Lane. The center includes a kosher dining center. Hillel on second reference. Do not use Jewish Student Center.
"
H,"Hoff Theater
",false,false,false,"The university movie theater located in Stamp Student Union. Note the spelling of theater.
Use the Hoff on second reference.
See theater
"
H,"holiday, holy day
",false,false,false,"Use holiday. Official holidays, such as Labor Day and Thanksgiving, are capitalized.
"
H,"homecoming
",false,false,false,"Lowercase.
"
H,"honorary degrees
",false,false,false,"All references should specify that the degree is honorary.
"
H,"Honors College, the
",false,false,false,"It includes the living-learning programs: Digital Cultures and Creativity; Gemstone; Honors Humanities; Integrated Life Sciences; Advanced Cybersecurity Experience for Students and University Honors. There was an Entrepreneurship and Innovation program as well until spring 2021. 
"
H,"Hornbake Library
",false,false,false,"Houses the career center, the department of letters and sciences and the Maryland Room, among other things. 
Use Hornbake on second reference unless the plaza is also mentioned. The library is also fine on second reference. 
"
H,"Hornbake Plaza
",false,false,false,"Uppercase. Use on first reference to describe the concrete area outside Hornbake Library, the microbiology building, the plant sciences building and the biology and psychology building; the plaza is acceptable on other references.
"
H,"Hotel at the University of Maryland, The
",false,false,false,"A four-diamond hotel located on Route 1 that opened in September 2017. On second reference, the hotel lowercase, unless another hotel is mentioned.
"
I,"ID
",false,false,false,"Acceptable in all references to identification.
"
I,"incident
",false,false,false,"An incident is minor. Anything that hurts or kills people is not an incident.
"
I,"Indigenous",false,false,true,"Preferred over Native American or American Indian, contrary to AP Style.
Indigenous is the most inclusive term to use, or Native People for those who do not identify as American. When possible, be specific with someone’s Indigenous heritage. Ask a source for their tribal affiliation and how they would like their heritage or identity to be described. 
See BIPOC 
"
I,"individual studies program
",false,false,false,"The correct term for create-a-majors that students develop for themselves. Do not use whatever the student calls it. Individual studies is housed in the letters and sciences college. Amanda Hernández, an individual studies major.
"
I,"in order to, in order for
",false,false,false,"In order is always unnecessary. Just say to or for.
"
I,"innings",false,true,false,"Use fractions: 6 1/3 innings, not 6.1 innings.
"
I,"Innovation District, the
",false,false,false,"See DISCOVERY DISTRICT, THE
"
I,"Interfraternity Council, the
",false,false,false,"The organization at the university that fraternities belong to. Use IFC on second reference.
See fraternities and sororities
"
I,"internet
",false,false,false,"Lowercase on all references.
"
I,"Interstate 95
",false,false,false,"Use only in reference to the interstate highway that stretches from New England to Florida. 
I-95 is acceptable on second reference. But refer to the D.C.-area Beltway as the Capital Beltway regardless of its route designation.
See Capital Beltway
See highways
"
I,"Iribe Center, the
",false,false,false,"Named for Oculus VR co-founder Brendan Iribe, who donated $30 million toward its construction. The building opened in April 2019. 
On second reference, the center unless another is mentioned. Never use its full name, the Brendan Iribe Center for Computer Science and Innovation, except in a quote. 
"
I,"its, their
",false,false,false,"Its is for a singular entity: The women’s basketball team lost its game. 
Their is for a plural entity or people: The Terps lost their game.
"
J,"Jewish Student Center, the
",false,false,false,"Do not use. Use Hillel Center.
See Hillel Center
"
J,"Jewish Student Union, the
",false,false,false,"JSU is acceptable in ledes and on second reference. 
"
J,"Jiménez Hall
",false,false,false,"Note the accent mark.
"
J,"Johnson-Whittle Hall
",false,false,false,"Anticipated to open in 2022 as part of the Heritage Community. Named for Hiram Whittle, the first African American man to be enrolled at this university, and Elaine Johnson Coates, the first African American woman undergraduate to graduate with a degree.
"
J,"Jones-Hill House
",false,false,false,"The athletic house home to university football performance and operations named for former Maryland basketball player Billy Jones and former football player Darryl Hill, the first Black men to play in their respective sports at this university. 
The facility was named in 2021 as part of the Cole Field House project.
See Cole Field House
"
J,"journalism college
",false,false,false,"Not Philip Merrill College of Journalism.
See colleges
"
J,"Judicial Board, the
",false,false,false,"Uppercase. A hearing panel made up of students trained by the judicial programs director.
Use Judicial Board on first reference, and the board or the panel later in the story. Avoid Jud Board except when necessary in tight headlines or in quotes.
"
J,"judgment
",false,false,false,"Not judgement.
"
J,"junior, senior
",false,false,false,"Abbreviate as Jr. and Sr. only with the full name, and do not precede with a comma: Tom Madigan Jr. Use only if the person uses it himself.
Drop the Jr. or Sr. (or III, etc.) on second reference.
If necessary, distinguish between father and son, use the elder Madigan or the younger Madigan.
See class standing
"
K,"Kehoe Track and Field Complex, the",false,true,false,"The home of the indoor and outdoor track teams. Includes the track surrounding Ludwig Field, as well as the discus cage, long jump pit and other field facilities outside the track.
Use the track on all references to that specifically. Kehoe is acceptable on second reference to the complex itself. No ampersand.
See LUDWIG FIELD
"
K,"Kennedy Center, the
",false,false,false,"Acceptable on all references for the John F. Kennedy Center for the Performing Arts.
"
K,"kinesiology
",false,false,false,"Note the spelling. A department in the public health college. It offers two majors: physical education and kinesiology. Course abbreviation: KNES.
"
K,"Knight Hall
",false,false,false,"The journalism building.
See buildings
"
K,"Knox Box apartments
",false,false,false,"The term for the box-like houses demolished to make way for Terrapin Row. They were located just off the campus on Guilford and Knox roads. There are two left that the city refers to as Knox Boxes, but those too will soon be torn down for big student complexes. 
Knox Box(es) or the apartments both acceptable on second reference, depending on the context.
"
K,"Knox Road
",false,false,false,"A road just off the south side of the campus where various fraternity and sorority houses are located, as well as various College Park businesses and myriad off-campus housing.
"
K,"Knox Towers
",false,false,false,"See College Park Towers
"
K,"kosher
",false,false,false,"Lowercase.
"
L,"lady
",false,false,false,"Do not use to mean woman.
See (AP) lady
"
L,"Lady Terps
",false,false,false,"Never, ever. Don’t use it. 
See addendum | sports
"
L,"Landmark
",false,false,false,"Apartment complex located on Route 1.
"
L,"last, next",true,false,false,"Not necessary to convey the notion of most recent: Jones was arrested last Tuesday is redundant; Jones was arrested Tuesday is better.
If it happened two Tuesdays ago, write the date, not last Tuesday.
The same guideline applies to months of the year. If the month (or a particular date) falls within 12 months of the publication, omit next or last. Context will dictate whether the event is in the past or future.
When appropriate, use past, a more specific term.
Right: The Terps won their past three games.
Wrong: The Terps won their last three games.
Last can be acceptable, in order to retain flow and brevity, in time periods of imprecise/undefined length: last season, last night.
"
L,"lede
",false,false,false,"Don’t use this journalism jargon spelling in reference to the first sentence of an article or column (even though we use it in our conversations all the time). 
Use lead.
"
L,"LEED
",false,false,false,"Stands for Leadership in Energy and Environmental Design. 
Use the acronym in all references modifying the certification, but the certification should be explained in story.
"
L,"legislative titles",false,false,true,"Use Rep., Sen., Del. and Dels. as formal titles before one or more names of government legislators (not university legislators). Spell out and lowercase representative, senator and delegate in other uses.
Add U.S. or state before a title if necessary to avoid confusion: U.S. Sen. Ben Cardin (D-Md.) and state Sen. Roger Manno (D-Montgomery) both favor tax increases.
For U.S. senators and representatives, abbreviate state names according to AP guidelines: Sen. Chris Van Hollen (D-Md.) had lunch with Rep. Tim Ryan (D-Ohio) and Sen. Kirsten Gillibrand (D-N.Y.). For state legislators and senators, always spell out the county: Del. Anne Kaiser (D-Montgomery).
For legislative leaders, capitalize before the name. Do the same for majority and minority leaders.
See POLITICAL PARTIES
"
L,"lengthy
",false,false,false,"Use long whenever possible.
"
L,"Leonardtown Community, the
",false,false,false,"The apartment dorms behind Fraternity Row. New Leonardtown is brick; Old Leonardtown is blue. 
Specify Old or New Leonardtown if you can.
"
L,"Lesbian, Gay, Bisexual and Transgender Alliance, the
",false,false,false,"See Pride Alliance
"
L,"letters and sciences",true,false,false,"Not a major! Undergraduate students who don’t yet have a major are enrolled in letters and sciences until they do.
Wrong: John Doe, a freshman letters and sciences major, said…
Right: John Doe, a freshman enrolled in letters and sciences, said…
"
L,"liaison
",false,false,false,"Watch spelling.
"
L,"lieutenant governor
",false,false,false,"The state’s second executive in command. As a formal title before the name, capitalize and abbreviate: Lt. Gov. Boyd Rutherford. In a quote, capitalize as a formal title before the last name and spell out. Lowercase and spell it out on all other uses.
"
L,"like, such as
",false,false,false,"Use like in comparison and such as when preceding examples.
"
L,"Loh, Wallace
",false,false,false,"Former university president. He assumed the position in November 2010 and resigned in June 2020. In October 2018, in the aftermath of former football player Jordan McNair’s death and the subsequent investigations into the football team’s culture, Loh announced he would retire in June 2019. In January 2019, he announced he would be postponing his retirement until June 2020. 
"
L,"long pole",false,true,false,"And short stick as nouns in lacrosse stories.
Hyphenate as modifiers. Do not use longstickman. Just sounds weird.
"
L,"Looney’s Pub
",false,false,false,"A Route 1 bar under The Varsity. Great tacos. Uses a ridiculous amount of cheese on everything. Looney’s is acceptable on second reference.
"
L,"Ludwig Field",false,true,false,"The field where the men’s and women’s soccer teams play, surrounded by Kehoe Track. Opened in 1995. No the.
Technically, the name of the stadium itself is the Kehoe Track and Field Complex, but no one calls it that.
See KEHOE TRACK AND FIELD COMPLEX, THE
"
M,"M&T Bank Stadium",false,true,false,"Formerly PSINet Stadium. Located in Baltimore, this is where the Baltimore Ravens play. On second reference, the stadium is acceptable unless another stadium is mentioned.
"
M,"“M” circle, the
",false,false,false,"The big “M” that the university spends a lot of money to plant with flowers. Formerly located in the traffic circle at the intersection of Campus and Regents drives, it was moved to the Engineering Fields to make way for the Purple Line.
Use “M” circle on all references.
"
M,"M Club, the
",false,false,false,"Athletic department foundation consisting of former Maryland college athletes.
"
M,"M Square Research Park
",false,false,false,"See DISCOVERY DISTRICT, THE
"
M,"magazines
",false,false,false,"Don’t italicize.
See addendum | works
"
M,"majors
",false,false,false,"Lowercase, except when a proper noun: a junior journalism major, a sophomore English major.
Note the spelling of theatre in theatre major.
Students with double or triple majors are identified with both majors listed in alphabetical order and separated with and: a senior biology and French major; a government and politics and physics major.
See class standing 
See addendum | majors
"
M,"male, female
",false,false,false,"These should almost always be replaced with man and woman. The exception is when a source (such as a UMD Alert) says male or female and doesn’t provide an age. In those cases, use male or female on first reference and try to use different terms, like individual, on further reference. 
"
M,"mall
",false,false,false,"Refer to the one between McKeldin Library and the Main Administration Building as McKeldin Mall on first reference and the mall on second reference. The one in downtown Washington, D.C., is the National Mall (the mall is fine on second reference for this one, too, but not if there’s another mall in the story).
"
M,"Marie Mount Hall
",false,false,false,"Use on all references. An exception to the rule against full names for buildings.
See BUILDINGS
"
M,"marijuana
",false,false,false,"Spell it correctly. Don’t use pot, weed, dope, sticky icky or other slang on second reference outside Diversions, unless it’s in quoted material. And think long and hard before deciding to use any of those words. Please.
See medical marijuana
"
M,"Maryland 
",false,false,false,"For print: Use Maryland or the state of Maryland on first reference. Use state, the state or this state on all other references: state police, state highways, the biggest in the state.
Wrong: Representatives from Virginia, Delaware and the state attended the conference.
Right: Representatives from Virginia, Delaware and Maryland attended the conference.
Never use Maryland to mean the university system or this university or campus, unless it’s in a sports context. Never use Maryland after a city in the state, unless the city shares a name with a famous city elsewhere, such as Hollywood, Maryland.
See campus, university
See datelines
"
M,"Maryland Book Exchange
",false,false,false,"Use Book Exchange on second reference.
See bookstores
"
M,"Maryland Classified Employees Association
",false,false,false,"MCEA is acceptable on second reference. Some classified employees here belong to this union.
"
M,"Maryland Media Inc.
",false,false,false,"No comma. The nonprofit charitable trust established in 1971 that publishes The Diamondback; Mitzpeh, a monthly Jewish student newspaper; and the Terrapin yearbook.
The board of directors consists of the student editors in chief, two at-large students, the corporation’s general manager and a varying number of journalists and outside professionals.
The board elects the editor in chief of each publication, sets budgets and decides which publications may be members.
Use Maryland Media on second reference. Do not use MMI.
"
M,"Maryland Pride uniforms",false,true,false,"University athletic uniforms prominently featuring Maryland flag patterns.
First unveiled in a Sept. 5, 2011, football game between the Terps and Miami. Refer to as the jerseys or the uniforms on proceeding references, unless the context makes it confusing. Try to avoid Pride uniforms because we’re not Under Armour marketing.
"
M,"Maryland Stadium",false,true,false,"The athletic facility where the men’s football and lacrosse teams compete. Use Maryland Stadium on all references. The field is Capital One Field at Maryland Stadium, but we say Maryland Stadium, unless using the full name serves some purpose or is relevant.
Maryland Stadium opened in 1950 as Byrd Stadium, named for former university President Harry “Curley” Byrd, who was a staunch segregationist. The Board of Regents voted to change the name in 2015 after a campaign from students and staff to rename it. 
"
M,"MaryPIRG
",false,false,false,"Use on all references for Maryland Public Interest Research Group. MaryPIRG is a group, with a chapter at the university, that “stands up against special interests when they threaten [students’] health and safety.”
MaryPIRG lobbies in Annapolis and Washington, D.C., and it’s clear as mud exactly what the group does.
master’s degree
Do not use M.S.
See academic degrees
"
M,"McKeldin Library
",false,false,false,"Use this on first reference and McKeldin thereafter, unless there is confusion with McKeldin Mall. The library is acceptable in such cases, or if other libraries are not mentioned in the article.
"
M,"medical marijuana
",false,false,false,"Not medicinal; cannabis and marijuana are interchangeable but marijuana is preferred.
See marijuana
"
M,"Memorial Chapel, the
",false,false,false,"The chapel is acceptable on second reference.
The university chapel contains the main chapel and the smaller west chapel. The chapel is nondenominational.
The Garden of Reflection and Remembrance is located outside.
"
M,"mental health",false,false,true,"Do not use mental illness.
"
M,"Metrobus, Metro
",false,false,false,"Acceptable on all references for the bus and subway branches of the transit system operated by the Washington Metropolitan Area Transit Authority. Use Metro when referring to the rail system or the stations: College Park Metro Station.
Use Washington Metropolitan Area Transit Authority when referring to the administration, the officials or the organization as a whole. On second reference, WMATA.
For specific routes: Blue Line; Blue and Orange lines; Blue Line bus.
"
M,"Middle Atlantic states
",false,false,false,"The U.S. Census Bureau says this group consists of New Jersey, New York and Pennsylvania. Informal references often include Delaware. This state is considered a Southern Atlantic state.
"
M,"middle initials
",false,false,false,"In general, do not use them, except in police stories; when there is no other way to distinguish between two people with the same last name; or when it is an accepted part of a person’s name, as in George C. Scott or T.S. Eliot. 
Other exceptions are if a person used as a source for a story specifies that he or she uses a middle initial; in bylines, if a writer prefers to use a middle initial, such as Jayson T. Blair; and on the editorial page, where columnists and letter writers may wish to list their middle initial as their middle name.
"
M,"miles per hour
",false,false,false,"The abbreviation mph (no periods) is preferable on all references. Avoid per.
"
M,"minority
",false,false,false,"The term refers to Black, Jewish, Hispanic, Asian populations, etc., but not to women, who constitute a majority of the U.S. population. 
Do not use minority to mean members of a minority group. Never use references to race unless there is a compelling reason to do so.
IMPORTANT: When possible, use alternative terms such as underrepresented and historically excluded.
See BIPOC
"
M,"Mitzpeh
",false,false,false,"The Maryland Media Inc.-owned Jewish student newspaper. Use on all references.
It’s Mitzpeh, not The Mitzpeh.
"
M,"more than, over",false,false,true,"These words are not interchangeable:
The plane flew over the city. There were more than 40,000 fans in the stadium. 
Over expresses a physical relationship; more than refers to an amount.
"
M,"MPowering the State
",false,false,false,"Use in all references to the partnership between this university and the University of Maryland, Baltimore that started in 2011. Not MPower the State.
"
